Train...
Iter 0, train_loss: 17885.692814769, val_loss: 20301.16290522207 
Iter 389, train_loss: 0.04555365421514245, val_loss: 0.039843723079442624 
Iter 390, train_loss: 0.045329461101957236, val_loss: 0.03960389614865316 
Iter 391, train_loss: 0.045113561739500416, val_loss: 0.03937300371629784 
Iter 392, train_loss: 0.044905648980914176, val_loss: 0.03915071244986165 
Iter 393, train_loss: 0.04470542706775363, val_loss: 0.038936701458397824 
Iter 394, train_loss: 0.04451261120715323, val_loss: 0.038730661827941194 
Iter 395, train_loss: 0.04432692716472165, val_loss: 0.03853229617429841 
Iter 396, train_loss: 0.044148110872568744, val_loss: 0.038341318212544016 
Iter 397, train_loss: 0.04397590805190944, val_loss: 0.038157452342612204 
Iter 398, train_loss: 0.04381007384969706, val_loss: 0.03798043325035061 
Iter 399, train_loss: 0.04365037248875591, val_loss: 0.03781000552350244 
Iter 400, train_loss: 0.04349657693094145, val_loss: 0.037645923282025234 
Iter 401, train_loss: 0.04334846855279642, val_loss: 0.03748794982221567 
Iter 402, train_loss: 0.043205836833274065, val_loss: 0.0373358572741352 
Iter 403, train_loss: 0.0430684790530768, val_loss: 0.037189426271846446 
Iter 404, train_loss: 0.04293620000514187, val_loss: 0.03704844563592617 
Iter 405, train_loss: 0.04280881171591096, val_loss: 0.03691271206788772 
Iter 406, train_loss: 0.04268613317694876, val_loss: 0.03678202985598546 
Iter 407, train_loss: 0.04256799008652556, val_loss: 0.03665621059200883 
Iter 408, train_loss: 0.04245421460081262, val_loss: 0.03653507289867171 
Iter 409, train_loss: 0.042344645094314584, val_loss: 0.03641844216716462 
Iter 410, train_loss: 0.04223912592919809, val_loss: 0.03630615030451907 
Iter 411, train_loss: 0.04213750723320717, val_loss: 0.03619803549039469 
Iter 412, train_loss: 0.042039644685797954, val_loss: 0.036093941942966244 
Iter 413, train_loss: 0.04194539931224637, val_loss: 0.03599371969353722 
Iter 414, train_loss: 0.041854637285381587, val_loss: 0.035897224369575494 
Iter 415, train_loss: 0.041767229734699034, val_loss: 0.03580431698585454 
Iter 416, train_loss: 0.04168305256254505, val_loss: 0.035714863743381314 
Iter 417, train_loss: 0.04160198626714065, val_loss: 0.035628735835844895 
Iter 418, train_loss: 0.04152391577217174, val_loss: 0.03554580926328111 
Iter 419, train_loss: 0.04144873026270795, val_loss: 0.03546596465270045 
Iter 420, train_loss: 0.04137632302720806, val_loss: 0.035389087085413704 
Iter 421, train_loss: 0.04130659130539982, val_loss: 0.035315065930785136 
Iter 422, train_loss: 0.04123943614179778, val_loss: 0.03524379468623028 
Iter 423, train_loss: 0.04117476224466425, val_loss: 0.035175170823144364 
Iter 424, train_loss: 0.041112477850203576, val_loss: 0.03510909563860725 
Iter 425, train_loss: 0.04105249459180019, val_loss: 0.03504547411262894 
Iter 426, train_loss: 0.040994727374099225, val_loss: 0.034984214770689435 
Iter 427, train_loss: 0.040939094251775505, val_loss: 0.03492522955145678 
Iter 428, train_loss: 0.040885516312789145, val_loss: 0.03486843367939763 
Iter 429, train_loss: 0.04083391756597967, val_loss: 0.03481374554218132 
Iter 430, train_loss: 0.040784224832827266, val_loss: 0.03476108657263335 
Iter 431, train_loss: 0.040736367643234225, val_loss: 0.03471038113510373 
Iter 432, train_loss: 0.04069027813516835, val_loss: 0.03466155641607225 
Iter 433, train_loss: 0.04064589095803086, val_loss: 0.034614542318846496 
Iter 434, train_loss: 0.04060314317961524, val_loss: 0.034569271362182456 
Iter 435, train_loss: 0.04056197419650512, val_loss: 0.03452567858268096 
Iter 436, train_loss: 0.04052232564780869, val_loss: 0.034483701440849744 
Iter 437, train_loss: 0.04048414133208504, val_loss: 0.03444327973064009 
Iter 438, train_loss: 0.04044736712735326, val_loss: 0.03440435549239052 
Iter 439, train_loss: 0.04041195091406742, val_loss: 0.03436687292898916 
Iter 440, train_loss: 0.04037784250095375, val_loss: 0.03433077832519624 
Iter 441, train_loss: 0.04034499355358434, val_loss: 0.03429601996994521 
Iter 442, train_loss: 0.040313357525620555, val_loss: 0.03426254808156783 
Iter 443, train_loss: 0.040282889592586794, val_loss: 0.03423031473580145 
Iter 444, train_loss: 0.040253546588107085, val_loss: 0.03419927379646901 
Iter 445, train_loss: 0.04022528694250608, val_loss: 0.034169380848777055 
Iter 446, train_loss: 0.04019807062368649, val_loss: 0.034140593135063124 
Iter 447, train_loss: 0.04017185908019905, val_loss: 0.03411286949298113 
Iter 448, train_loss: 0.04014661518641815, val_loss: 0.03408617029595487 
Iter 449, train_loss: 0.04012230318975694, val_loss: 0.03406045739588482 
Iter 450, train_loss: 0.040098888659828434, val_loss: 0.03403569406796744 
Iter 451, train_loss: 0.040076338439508495, val_loss: 0.03401184495760289 
Iter 452, train_loss: 0.04005462059779122, val_loss: 0.0339888760292459 
Iter 453, train_loss: 0.04003370438440448, val_loss: 0.03396675451719638 
Iter 454, train_loss: 0.04001356018611104, val_loss: 0.03394544887821523 
Iter 455, train_loss: 0.03999415948461382, val_loss: 0.033924928745901174 
Iter 456, train_loss: 0.03997547481603666, val_loss: 0.033905164886782684 
Iter 457, train_loss: 0.03995747973189529, val_loss: 0.03388612915804091 
Iter 458, train_loss: 0.0399401487615231, val_loss: 0.03386779446680433 
Iter 459, train_loss: 0.03992345737588194, val_loss: 0.033850134730978525 
Iter 460, train_loss: 0.03990738195271626, val_loss: 0.033833124841516245 
Iter 461, train_loss: 0.03989189974300008, val_loss: 0.033816740626113256 
Iter 462, train_loss: 0.039876988838625366, val_loss: 0.033800958814252775 
Iter 463, train_loss: 0.039862628141283676, val_loss: 0.033785757003548224 
Iter 464, train_loss: 0.039848797332511274, val_loss: 0.0337711136273491 
Iter 465, train_loss: 0.039835476844827945, val_loss: 0.033757007923550304 
Iter 466, train_loss: 0.0398226478339604, val_loss: 0.03374341990456996 
Iter 467, train_loss: 0.03981029215208162, val_loss: 0.03373033032844455 
Iter 468, train_loss: 0.039798392322052276, val_loss: 0.0337177206710008 
Iter 469, train_loss: 0.039786931512606934, val_loss: 0.03370557309907475 
Iter 470, train_loss: 0.03977589351446593, val_loss: 0.03369387044470914 
Iter 471, train_loss: 0.03976526271732345, val_loss: 0.03368259618034356 
Iter 472, train_loss: 0.03975502408769881, val_loss: 0.03367173439490117 
Iter 473, train_loss: 0.039745163147600175, val_loss: 0.03366126977079106 
Iter 474, train_loss: 0.03973566595398204, val_loss: 0.033651187561752206 
Iter 475, train_loss: 0.03972651907895646, val_loss: 0.0336414735715256 
Iter 476, train_loss: 0.03971770959074319, val_loss: 0.03363211413334067 
Iter 477, train_loss: 0.03970922503532806, val_loss: 0.03362309609013726 
Iter 478, train_loss: 0.03970105341879285, val_loss: 0.03361440677555091 
Iter 479, train_loss: 0.039693183190298534, val_loss: 0.03360603399559895 
Iter 480, train_loss: 0.03968560322570915, val_loss: 0.03359796601103707 
Iter 481, train_loss: 0.03967830281181131, val_loss: 0.033590191520405877 
Iter 482, train_loss: 0.03967127163111881, val_loss: 0.03358269964366931 
Iter 483, train_loss: 0.03966449974724686, val_loss: 0.03357547990650065 
Iter 484, train_loss: 0.03965797759081735, val_loss: 0.03356852222512676 
Iter 485, train_loss: 0.03965169594589784, val_loss: 0.033561816891757114 
Iter 486, train_loss: 0.039645645936928854, val_loss: 0.033555354560551434 
Iter 487, train_loss: 0.039639819016146674, val_loss: 0.0335491262341012 
Iter 488, train_loss: 0.03963420695146282, val_loss: 0.03354312325042788 
Iter 489, train_loss: 0.03962880181479803, val_loss: 0.033537337270458385 
Iter 490, train_loss: 0.03962359597084453, val_loss: 0.03353176026597785 
Iter 491, train_loss: 0.03961858206624847, val_loss: 0.03352638450801743 
Iter 492, train_loss: 0.03961375301918216, val_loss: 0.03352120255568376 
Iter 493, train_loss: 0.03960910200931492, val_loss: 0.03351620724541451 
Iter 494, train_loss: 0.03960462246814734, val_loss: 0.033511391680614316 
Iter 495, train_loss: 0.039600308069704444, val_loss: 0.0335067492216946 
Iter 496, train_loss: 0.039596152721573796, val_loss: 0.03350227347647325 
Iter 497, train_loss: 0.039592150556276386, val_loss: 0.03349795829095026 
Iter 498, train_loss: 0.039588295922951704, val_loss: 0.03349379774039308 
Iter 499, train_loss: 0.03958458337935622, val_loss: 0.03348978612080838 
Iter 500, train_loss: 0.039581007684155, val_loss: 0.033485917940673925 
Iter 501, train_loss: 0.039577563789499136, val_loss: 0.03348218791301976 
Iter 502, train_loss: 0.039574246833875594, val_loss: 0.03347859094778637 
Iter 503, train_loss: 0.039571052135226055, val_loss: 0.03347512214447687 
Iter 504, train_loss: 0.03956797518431128, val_loss: 0.03347177678507752 
Iter 505, train_loss: 0.0395650116383346, val_loss: 0.03346855032724495 
Iter 506, train_loss: 0.039562157314789466, val_loss: 0.03346543839774421 
Iter 507, train_loss: 0.03955940818553662, val_loss: 0.03346243678614634 
Iter 508, train_loss: 0.03955676037110758, val_loss: 0.033459541438727626 
Iter 509, train_loss: 0.03955421013520572, val_loss: 0.033456748452652126 
Iter 510, train_loss: 0.03955175387942412, val_loss: 0.03345405407030604 
Iter 511, train_loss: 0.03954938813815086, val_loss: 0.03345145467388793 
Iter 512, train_loss: 0.039547109573664765, val_loss: 0.03344894678019753 
Iter 513, train_loss: 0.039544914971411854, val_loss: 0.03344652703559403 
Iter 514, train_loss: 0.039542801235453846, val_loss: 0.03344419221117364 
Iter 515, train_loss: 0.03954076538409569, val_loss: 0.03344193919810376 
Iter 516, train_loss: 0.03953880454565651, val_loss: 0.033439765003140685 
Iter 517, train_loss: 0.03953691595441347, val_loss: 0.033437666744314226 
Iter 518, train_loss: 0.03953509694669179, val_loss: 0.03343564164677827 
Iter 519, train_loss: 0.03953334495708647, val_loss: 0.03343368703880737 
Iter 520, train_loss: 0.039531657514846, val_loss: 0.033431800347942006 
Iter 521, train_loss: 0.03953003224036679, val_loss: 0.03342997909729265 
Iter 522, train_loss: 0.039528466841837286, val_loss: 0.033428220901965955 
Iter 523, train_loss: 0.03952695911198935, val_loss: 0.03342652346562575 
Iter 524, train_loss: 0.039525506924980934, val_loss: 0.03342488457719954 
Iter 525, train_loss: 0.03952410823338882, val_loss: 0.03342330210768256 
Iter 526, train_loss: 0.039522761065313605, val_loss: 0.033421774007082905 
Iter 527, train_loss: 0.03952146352159309, val_loss: 0.03342029830146539 
Iter 528, train_loss: 0.039520213773115015, val_loss: 0.03341887309011681 
Iter 529, train_loss: 0.03951901005823222, val_loss: 0.033417496542814985 
Iter 530, train_loss: 0.03951785068027529, val_loss: 0.03341616689718727 
Iter 531, train_loss: 0.0395167340051482, val_loss: 0.03341488245619091 
Iter 532, train_loss: 0.03951565845902559, val_loss: 0.033413641585662734 
Iter 533, train_loss: 0.03951462252612104, val_loss: 0.033412442711978865 
Iter 534, train_loss: 0.039513624746553025, val_loss: 0.033411284319799416 
Iter 535, train_loss: 0.03951266371427409, val_loss: 0.033410164949882505 
Iter 536, train_loss: 0.03951173807508757, val_loss: 0.033409083196999055 
Iter 537, train_loss: 0.03951084652473999, val_loss: 0.03340803770791008 
Iter 538, train_loss: 0.03950998780706328, val_loss: 0.03340702717943596 
Iter 539, train_loss: 0.03950916071221585, val_loss: 0.033406050356581424 
Iter 540, train_loss: 0.039508364074962075, val_loss: 0.03340510603073955 
Iter 541, train_loss: 0.03950759677303553, val_loss: 0.033404193037957323 
Iter 542, train_loss: 0.03950685772554414, val_loss: 0.0334033102572806 
Iter 543, train_loss: 0.03950614589145075, val_loss: 0.03340245660913759 
Iter 544, train_loss: 0.0395054602681004, val_loss: 0.03340163105380165 
Iter 545, train_loss: 0.03950479988980348, val_loss: 0.03340083258991018 
Iter 546, train_loss: 0.039504163826470186, val_loss: 0.03340006025301634 
Iter 547, train_loss: 0.03950355118230347, val_loss: 0.0333993131142301 
Iter 548, train_loss: 0.039502961094526015, val_loss: 0.033398590278886885 
Iter 549, train_loss: 0.039502392732168615, val_loss: 0.03339789088526566 
Iter 550, train_loss: 0.03950184529489174, val_loss: 0.03339721410336868 
Iter 551, train_loss: 0.03950131801186121, val_loss: 0.03339655913373336 
Iter 552, train_loss: 0.03950081014065312, val_loss: 0.03339592520629913 
Iter 553, train_loss: 0.03950032096621048, val_loss: 0.03339531157930354 
Iter 554, train_loss: 0.03949984979983535, val_loss: 0.033394717538235356 
Iter 555, train_loss: 0.03949939597821084, val_loss: 0.033394142394818846 
Iter 556, train_loss: 0.03949895886246842, val_loss: 0.03339358548602902 
Iter 557, train_loss: 0.03949853783728803, val_loss: 0.03339304617315657 
Iter 558, train_loss: 0.03949813231002483, val_loss: 0.033392523840902896 
Iter 559, train_loss: 0.03949774170987622, val_loss: 0.03339201789650847 
Iter 560, train_loss: 0.0394973654870778, val_loss: 0.03339152776890556 
Iter 561, train_loss: 0.03949700311212287, val_loss: 0.033391052907919674 
Iter 562, train_loss: 0.03949665407501912, val_loss: 0.03339059278348889 
Iter 563, train_loss: 0.03949631788456644, val_loss: 0.03339014688491628 
Iter 564, train_loss: 0.039495994067667496, val_loss: 0.03338971472014367 
Iter 565, train_loss: 0.03949568216865714, val_loss: 0.03338929581506689 
Iter 566, train_loss: 0.03949538174865807, val_loss: 0.033388889712859644 
Iter 567, train_loss: 0.03949509238496921, val_loss: 0.033388495973338365 
Iter 568, train_loss: 0.039494813670460184, val_loss: 0.03338811417233578 
Iter 569, train_loss: 0.0394945452130028, val_loss: 0.033387743901109525 
Iter 570, train_loss: 0.03949428663491798, val_loss: 0.033387384765775636 
Iter 571, train_loss: 0.03949403757243918, val_loss: 0.03338703638673604 
Iter 572, train_loss: 0.03949379767520171, val_loss: 0.033386698398173896 
Iter 573, train_loss: 0.03949356660575205, val_loss: 0.033386370447522545 
Iter 574, train_loss: 0.03949334403906711, val_loss: 0.033386052194979234 
Iter 575, train_loss: 0.03949312966209473, val_loss: 0.03338574331303375 
Iter 576, train_loss: 0.039492923173319865, val_loss: 0.033385443486010434 
Iter 577, train_loss: 0.039492724282332074, val_loss: 0.03338515240962699 
Iter 578, train_loss: 0.0394925327094184, val_loss: 0.03338486979057577 
Iter 579, train_loss: 0.03949234818517059, val_loss: 0.033384595346112676 
Iter 580, train_loss: 0.03949217045010501, val_loss: 0.03338432880367006 
Iter 581, train_loss: 0.03949199925429254, val_loss: 0.03338406990047517 
Iter 582, train_loss: 0.03949183435701449, val_loss: 0.03338381838319094 
Iter 583, train_loss: 0.039491675526415033, val_loss: 0.03338357400756035 
Iter 584, train_loss: 0.03949152253917872, val_loss: 0.03338333653808352 
Iter 585, train_loss: 0.03949137518021649, val_loss: 0.03338310574767432 
Iter 586, train_loss: 0.03949123324235811, val_loss: 0.033382881417371064 
Iter 587, train_loss: 0.039491096526067054, val_loss: 0.03338266333601721 
Iter 588, train_loss: 0.039490964839152744, val_loss: 0.033382451299981096 
Iter 589, train_loss: 0.03949083799650357, val_loss: 0.033382245112880654 
Iter 590, train_loss: 0.03949071581982421, val_loss: 0.033382044585308586 
Iter 591, train_loss: 0.03949059813738505, val_loss: 0.03338184953458363 
Iter 592, train_loss: 0.039490484783781844, val_loss: 0.03338165978449089 
Iter 593, train_loss: 0.03949037559970128, val_loss: 0.03338147516505348 
Iter 594, train_loss: 0.03949027043169366, val_loss: 0.03338129551230182 
Iter 595, train_loss: 0.03949016913196281, val_loss: 0.03338112066804252 
Iter 596, train_loss: 0.039490071558153754, val_loss: 0.03338095047965884 
Iter 597, train_loss: 0.039489977573152805, val_loss: 0.03338078479989718 
Iter 598, train_loss: 0.0394898870448935, val_loss: 0.03338062348667227 
Iter 599, train_loss: 0.03948979984617517, val_loss: 0.033380466402874315 
Iter 600, train_loss: 0.03948971585447791, val_loss: 0.03338031341619237 
Iter 601, train_loss: 0.03948963495179254, val_loss: 0.033380164398932974 
Iter 602, train_loss: 0.039489557024457445, val_loss: 0.03338001922785188 
Iter 603, train_loss: 0.03948948196299174, val_loss: 0.03337987778399346 
Iter 604, train_loss: 0.03948940966194884, val_loss: 0.03337973995252984 
Iter 605, train_loss: 0.03948934001975997, val_loss: 0.03337960562260835 
Iter 606, train_loss: 0.03948927293859914, val_loss: 0.033379474687214465 
Iter 607, train_loss: 0.03948920832423947, val_loss: 0.03337934704302192 
Iter 608, train_loss: 0.039489146085923896, val_loss: 0.03337922259026705 
Iter 609, train_loss: 0.039489086136236216, val_loss: 0.03337910123260676 
Iter 610, train_loss: 0.03948902839097635, val_loss: 0.033378982877008204 
Iter 611, train_loss: 0.03948897276904505, val_loss: 0.03337886743361358 
Iter 612, train_loss: 0.039488919192329365, val_loss: 0.03337875481563936 
Iter 613, train_loss: 0.03948886758558868, val_loss: 0.03337864493924839 
Iter 614, train_loss: 0.03948881787635398, val_loss: 0.03337853772345581 
Iter 615, train_loss: 0.03948876999482113, val_loss: 0.03337843309002165 
Iter 616, train_loss: 0.03948872387375921, val_loss: 0.033378330963347504 
Iter 617, train_loss: 0.03948867944840912, val_loss: 0.033378231270386464 
Iter 618, train_loss: 0.03948863665639304, val_loss: 0.033378133940544494 
Iter 619, train_loss: 0.039488595437632855, val_loss: 0.033378038905599455 
Iter 620, train_loss: 0.03948855573425986, val_loss: 0.03337794609960549 
Iter 621, train_loss: 0.03948851749053413, val_loss: 0.033377855458819224 
Iter 622, train_loss: 0.039488480652769824, val_loss: 0.033377766921619936 
Iter 623, train_loss: 0.039488445169252186, val_loss: 0.0333776804284297 
Iter 624, train_loss: 0.03948841099017302, val_loss: 0.033377595921634445 
Iter 625, train_loss: 0.039488378067557436, val_loss: 0.03337751334552864 
Iter 626, train_loss: 0.03948834635519347, val_loss: 0.03337743264623428 
Iter 627, train_loss: 0.03948831580857035, val_loss: 0.03337735377163918 
Iter 628, train_loss: 0.039488286384815205, val_loss: 0.03337727667133155 
Iter 629, train_loss: 0.03948825804263475, val_loss: 0.033377201296543736 
Iter 630, train_loss: 0.03948823074225094, val_loss: 0.0333771276000941 
Iter 631, train_loss: 0.039488204445354586, val_loss: 0.03337705553632171 
Iter 632, train_loss: 0.03948817911504123, val_loss: 0.03337698506104166 
Iter 633, train_loss: 0.039488154715766006, val_loss: 0.03337691613148648 
Iter 634, train_loss: 0.039488131213291956, val_loss: 0.03337684870626285 
Iter 635, train_loss: 0.03948810857464188, val_loss: 0.03337678274529344 
Iter 636, train_loss: 0.03948808676805357, val_loss: 0.03337671820978018 
Iter 637, train_loss: 0.03948806576292799, val_loss: 0.03337665506214929 
Iter 638, train_loss: 0.039488045529797774, val_loss: 0.0333765932660146 
Iter 639, train_loss: 0.03948802604027498, val_loss: 0.03337653278613664 
Iter 640, train_loss: 0.03948800726702141, val_loss: 0.033376473588377885 
Iter 641, train_loss: 0.03948798918369724, val_loss: 0.03337641563966826 
Iter 642, train_loss: 0.039487971764938755, val_loss: 0.03337635890796216 
Iter 643, train_loss: 0.039487954986308665, val_loss: 0.033376303362209946 
Iter 644, train_loss: 0.03948793882427649, val_loss: 0.03337624897231594 
Iter 645, train_loss: 0.039487923256167685, val_loss: 0.03337619570911137 
Iter 646, train_loss: 0.0394879082601505, val_loss: 0.03337614354431993 
Iter 647, train_loss: 0.03948789381519222, val_loss: 0.03337609245052464 
Iter 648, train_loss: 0.039487879901032925, val_loss: 0.03337604240113804 
Iter 649, train_loss: 0.039487866498159156, val_loss: 0.03337599337038211 
Iter 650, train_loss: 0.03948785358777411, val_loss: 0.03337594533324599 
Iter 651, train_loss: 0.03948784115177497, val_loss: 0.033375898265473075 
Iter 652, train_loss: 0.039487829172722456, val_loss: 0.033375852143528714 
Iter 653, train_loss: 0.03948781763381893, val_loss: 0.033375806944574496 
Iter 654, train_loss: 0.03948780651888476, val_loss: 0.0333757626464439 
Iter 655, train_loss: 0.03948779581233514, val_loss: 0.03337571922762824 
Iter 656, train_loss: 0.03948778549915855, val_loss: 0.03337567666724508 
Iter 657, train_loss: 0.03948777556489657, val_loss: 0.03337563494501531 
